EPISODE,TITLE,AURORA_BOREALIS,BARN,BEACH,BOAT,BRIDGE,BUILDING,BUSHES,CABIN,CACTUS,CLIFF,CLOUDS,DOCK,FARM,FENCE,FIRE,FLOWERS,FOG,GRASS,HILLS,LAKE,LIGHTHOUSE,MILL,MOON,MOUNTAIN,NIGHT,OCEAN,PATH,PERSON,PORTRAIT,RIVER,ROCKS,SNOW,STRUCTURE,SUN,TREE,WATERFALL,WAVES,WINDMILL,Image
S08E11,"""MOUNTAIN RANGE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1775861.jpg
S08E12,"""LONELY RETREAT""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,https://1209k.com/bobross/images/1775871.jpg
S08E13,"""NORTHERN LIGHTS""",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,https://1209k.com/bobross/images/1775881.jpg
S09E01,"""WINTER EVERGREENS""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,https://1209k.com/bobross/images/1691561.jpg
S09E02,"""SURF'S UP""",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,https://1209k.com/bobross/images/1691611.jpg
S09E03,"""RED SUNSET""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1691621.jpg
S09E04,"""MEADOW ROAD""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1691631.jpg
S09E05,"""WINTER OVAL""",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1691641.jpg
S09E06,"""SECLUDED BEACH""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,https://1209k.com/bobross/images/1691651.jpg
S09E07,"""FOREST HILLS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1691661.jpg
S09E08,"""LITTLE HOUSE BY-THE-ROAD""",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1691671.jpg
S09E09,"""MOUNTAIN PATH""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1691681.jpg
S09E10,"""COUNTRY CHARM""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://1209k.com/bobross/images/1691571.jpg
S09E11,"""NATURE'S PARADISE""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1691581.jpg
S09E12,"""MOUNTAIN-BY-THE-SEA""",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,https://1209k.com/bobross/images/1691591.jpg
S09E13,"""MOUNTAIN HIDE-AWAY""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1691601.jpg
S10E01,"""TOWERING PEAKS""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1641811.jpg
S10E02,"""CABIN AT SUNSET""",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1641821.jpg
S10E03,"""TWIN FALLS""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,https://1209k.com/bobross/images/1641831.jpg
S10E04,"""SECLUDED BRIDGE""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1641841.jpg
S10E05,"""OCEAN BREEZE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,https://1209k.com/bobross/images/1641851.jpg
S10E06,"""AUTUMN WOODS""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1641861.jpg
S10E07,"""WINTER SOLITUDE""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,https://1209k.com/bobross/images/1641871.jpg
S10E08,"""GOLDEN SUNSET""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,https://1209k.com/bobross/images/1641881.jpg
S10E09,"""MOUNTAIN OVAL""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1641891.jpg
S10E10,"""OCEAN SUNSET""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,https://1209k.com/bobross/images/1641901.jpg
S10E11,"""TRIPLE VIEW""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1641911.jpg
S10E12,"""WINTER FROST""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,https://1209k.com/bobross/images/1641921.jpg
S10E13,"""LAKESIDE CABIN""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1641931.jpg
S11E01,"""MOUNTAIN STREAM""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595421.jpg
S11E02,"""COUNTRY CABIN""",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,https://1209k.com/bobross/images/1595431.jpg
S11E03,"""DAISY DELIGHT""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595441.jpg
S11E04,"""HIDDEN STREAM""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,https://1209k.com/bobross/images/1595451.jpg
S11E05,"""TOWERING GLACIER""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,https://1209k.com/bobross/images/1595461.jpg
S11E06,"""OVAL BARN""",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,https://1209k.com/bobross/images/1595471.jpg
S11E07,"""LAKESIDE PATH""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595481.jpg
S11E08,"""SUNSET OVAL""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595491.jpg
S11E09,"""WINTER BARN""",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,https://1209k.com/bobross/images/1595501.jpg
S11E10,"""SUNSET OVER THE WAVES""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,https://1209k.com/bobross/images/1595511.jpg
S11E11,"""GOLDEN GLOW""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,https://1209k.com/bobross/images/1595521.jpg
S11E12,"""ROADSIDE BARN""",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1595531.jpg
S11E13,"""HAPPY ACCIDENT""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595541.jpg
S12E01,"""GOLDEN KNOLL""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,https://1209k.com/bobross/images/1595551.jpg
S12E02,"""MOUNTAIN REFLECTIONS""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595561.jpg
S12E03,"""SECLUDED MOUNTAIN""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595571.jpg
S12E04,"""BRIGHT AUTUMN TREES""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595581.jpg
S12E05,"""BLACK SEASCAPE""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,https://1209k.com/bobross/images/1595591.jpg
S12E06,"""STEEP MOUNTAINS""",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,https://1209k.com/bobross/images/1595601.jpg
S12E07,"""QUIET MOUNTAIN RIVER""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595611.jpg
S12E08,"""EVENING WATERFALL""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,https://1209k.com/bobross/images/1595621.jpg
S12E09,"""TROPICAL SEASCAPE""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://1209k.com/bobross/images/1595631.jpg
S12E10,"""MOUNTAIN AT SUNSET""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595641.jpg
S12E11,"""SOFT MOUNTAIN GLOW""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://1209k.com/bobross/images/1595651.jpg
S12E12,"""MOUNTAIN IN AN OVAL""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,https://1209k.com/bobross/images/1595661.jpg
S12E13,"""WINTER MOUNTAIN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,https://1209k.com/bobross/images/1595671.jpg
S13E01,"""ROLLING HILLS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902661.jpg"""
S13E02,"""FROZEN SOLITUDE""",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/902671.jpg"""
S13E03,"""MEADOW BROOK""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902681.jpg"""
S13E04,"""EVENING AT SUNSET""",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/902691.jpg"""
S13E05,"""MOUNTAIN VIEW""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902701.jpg"""
S13E06,"""HIDDEN CREEK""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902711.jpg"""
S13E07,"""PEACEFUL HAVEN""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902721.jpg"""
S13E08,"""MOUNTAIN EXHIBITION""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902731.jpg"""
S13E09,"""EMERALD WATERS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902741.jpg"""
S13E10,"""MOUNTAIN SUMMIT""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902751.jpg"""
S13E11,"""CABIN HIDEAWAY""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/902761.jpg"""
S13E12,"""OVAL ESSENCE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,"https://1209k.com/bobross/images/902771.jpg"""
S13E13,"""LOST LAKE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902781.jpg"""
S14E01,"""DISTANT MOUNTAINS""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/727921.jpg"""
S14E02,"""MEADOW BROOK SURPRISE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902791.jpg"""
S14E03,"""MOUNTAIN MOONLIGHT OVAL""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902801.jpg"""
S14E04,"""SNOWY SOLITUDE""",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/902811.jpg"""
S14E05,"""MOUNTAIN RIVER""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902821.jpg"""
S14E06,"""GRACEFUL MOUNTAINS""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902831.jpg"""
S14E07,"""WINDY WAVES""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/902841.jpg"""
S14E08,"""ON A CLEAR DAY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"https://1209k.com/bobross/images/902851.jpg"""
S14E09,"""RIVERSIDE ESCAPE OVAL""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902861.jpg"""
S14E10,"""SURPRISING FALLS""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/902871.jpg"""
S14E11,"""SHADOW POND""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902881.jpg"""
S14E12,"""MISTY FOREST OVAL""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902891.jpg"""
S14E13,"""NATURAL WONDER""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902901.jpg"""
S15E01,"""SPLENDOR OF WINTER""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"https://1209k.com/bobross/images/306614.jpg"""
S15E02,"""COLORS OF NATURE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/306615.jpg"""
S15E03,"""GRANDPA'S BARN""",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/422639.jpg"""
S15E04,"""PEACEFUL REFLECTIONS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://1209k.com/bobross/images/422640.jpg"""
S15E05,"""HIDDEN WINTER MOON OVAL""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/422642.jpg"""
S15E06,"""WAVES OF WONDER""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/422644.jpg"""
S15E07,"""CABIN BY THE POND""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/422645.jpg"""
S15E08,"""FALL STREAM""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/422647.jpg"""
S15E09,"""CHRISTMAS EVE SNOW""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/422649.jpg"""
S15E10,"""FOREST DAWN OVAL""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/422650.jpg"""
S15E11,"""PATHWAY TO AUTUMN""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/422651.jpg"""
S15E12,"""DEEP FOREST LAKE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/422652.jpg"""
S15E13,"""PEAKS OF MAJESTY""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/422653.jpg"""
S16E01,"""TWO SEASONS""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/379637.jpg"""
S16E02,"""NESTLED CABIN""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/379638.jpg"""
S16E03,"""WINTERTIME DISCOVERY""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/379639.jpg"""
S16E04,"""MOUNTAIN MIRAGE""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/379640.jpg"""
S16E05,"""DOUBLE OVAL FANTASY""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/379641.jpg"""
S16E06,"""CONTEMPLATIVE LADY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://1209k.com/bobross/images/379642.jpg"""
S16E07,"""DEEP WOODS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/379643.jpg"""
S16E08,"""HIGH TIDE""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/379644.jpg"""
